event_id,filename,sentence_count,counts,lower_idx,upper_idx,length,anumber,report_type,tokens,prop,chars,prob,pred,event_text,DATE,LOCATION,MINERAL,ORE_DEPOSIT,ROCK,STRAT,TIMESCALE,TRIGGER
a087453_c97_2009_2010a_11502747_1355_1357,a087453_c97_2009_2010a_11502747.json,1653,1,1355,1357,3,87453,Annual,figure 3 climate datum from the marble bar weather station bom 2009 jupiter mines oakover manganese project terrestrial fauna desktop study 5 2.2 biogeographic region the study area be situate in the semi arid to arid eyrean sub region one of three very broad subregion define by heatwole 1987 cover the entire australian continent with the other be the tropical torresian and the temperate bassian sub region,0.0018148820326678765,912,0.0006501665,0,"The majority of rainfall falls between January and March, with the yearly maximum occurring in February (Figure 3). Figure 3 Climate data from the Marble Bar weather station (BOM, 2009) Jupiter Mines Oakover Manganese Project Terrestrial Fauna Desktop Study 5 2.2 Biogeographic Region The study area is situated in the semi-arid to arid Eyrean Sub-region, one of three very broad subregions defined by Heatwole (1987) covering the entire Australian continent, with the others being the tropical Torresian and the temperate Bassian sub-regions. Thackway and Cresswell (1995) describe a more refined system of 85 biogeographic regions (bioregions) covering the whole of Australia; the results were a collaboration between all state conservation agencies with co-ordination by the Commonwealth Department of the Environment and Heritage (now the Department of the Environment, Water, Heritage and the Arts [DEWHA]).","between January and March, February, 2009, 1987, 1995","Marble Bar, Australia",Manganese,,,,,broad
a099526_e70_3617_2013s_combined_18024302_37_39,a099526_e70_3617_2013s_combined_18024302.json,60,1,37,39,3,99526,Final Surrender,work be carry out on the 12 relinquish block subject to this report consist of a ground survey which define a single potential target,0.05,627,0.11135851,0,"The license was granted on the 28th April 2011 and originally comprised of 45 sub-blocks, 33 sub-blocks were voluntarily relinquished on the 7th of October 2011 and the remaining 12 sub-blocks were voluntarily relinquished on the 16th July 2013. Work was carried out on the 12 relinquished blocks subject to this report consisted of a ground EM survey which defined a single potential target. The Mortlock Project is located approximately 20km east of Northam in the wheat belt of Western Australia (Figure 1) and covers approximately 100km x 15km in a strip of land from Green Hills in the south to Konnongorring in the north.","the 28th April 2011, the 7th of October 2011, the 16th July 2013","Northam, Western Australia, Konnongorring",,,,,,potential
a101689_e28_1484_2014s_9774090_233_235,a101689_e28_1484_2014s_9774090.json,248,1,233,235,3,101689,Final Surrender,initial heritage clearance for propose activity be undertake with the narnoobinya group in november 2005,0.012096774193548387,319,0.50797486,1,Both agreements enable additional tenements to be appended. Initial heritage clearance for proposed activities was undertaken with the Narnoobinya Group in November 2005. The Woodline Project area typically has subdued topography and is characterized by open eucalypt savannah with an under-storey of saltbush/bluebush.,November 2005,savannah,,,,,,proposed
a082132_wr_e80-4001_2009p_10807735_287_289,a082132_wr_e80-4001_2009p_10807735.json,304,2,287,289,3,82132,Partial Surrender,exploration program by nsr be aim at explore for and assess the potential for epithermal and high level porphyry host gold + base metal host within the whitewater volcanic and co magmatic high level intrusive u3o8 explore for uranium mineralisation,0.009868421052631578,336,0.008374389,0,They are intruded by co-magmatic granites of the Paperbark suite. Exploration programs by NSR were aimed at exploring for and assessing the potential for epithermal and high level porphyry hosted gold +/- base metals hosted within the Whitewater Volcanics and co-magmatic high-level intrusives. U3O8 explored for uranium mineralisation.,,,gold,"base metals, uranium","granites, porphyry","Paperbark suite, Whitewater Volcanics",,"potential, mineralisation"
a085020_weld range north e51_1070 annual report 2009_10706684_22_24,a085020_weld range north e51_1070 annual report 2009_10706684.json,224,1,22,24,3,85020,Annual,page 20 of 25 nov-09 phase 2 proceeding from delineation of assay result area of high grade be target for reverse circulation drilling with access track and drill pad plan phase 3 aerial photography and orthophoto production 0.2 m photo resolution with 1 m contour generate over the tenement,0.013392857142857142,519,0.031680938,0,"Sampling location co-ordinates can be found in Appendix 3. Page - 20 - of 25 Nov-09 Phase 2: Proceeding from delineation of assay results, areas of higher grade were targeted for reverse circulation drilling, with access tracks and drill pads planned Phase 3: Aerial photography and orthophoto production (0.2m photo resolution) with 1m contours generated over the tenement. Bruce Craven of Southern Geoscience Consultants was contracted to carry out processing of the aeromagnetic survey data collected in August 2008.",August 2008,,,,,,,higher grade
a105499_p26_3763_2015_srpt_0_3,a105499_p26_3763_2015_srpt.json,101,3,0,3,4,105499,Final Surrender,exploration during the period comprise review and reinterpretation of the extensive datum collect by prior explorer field reconnaissance although extensive drilling have be undertake within the broad project area none be undertake on this licence the golden mile south project remain prospective for significant gold mineralisation however the surrender licence do not warrant further investigation at this time,0.0396039603960396,564,0.123892315,0,"Exploration during the period comprised reviews and reinterpretation of the extensive data collected by prior explorers & field reconnaissance. Although extensive drilling has been undertaken within the broader Project area, none was undertaken on this licence. The Golden Mile South Project remains prospective for significant gold mineralisation however the surrendered licence did not warrant further investigation at this time. This report summarises work completed on P26/3763 between 27th January 2011 and 10th February 2015 when the licence was surrendered.",between 27th January 2011 and 10th February 2015,,gold,,,,,"extensive, extensive, broader, prospective, significant, mineralisation"
a082137_c162_1996 for 2009_10375520_696_698,a082137_c162_1996 for 2009_10375520.json,895,1,696,698,3,82137,Annual,nevertheless these assumption s have not be establish with confidence consistent with a pre feasibility study hatch have not yet observe information regard how the available insitu density test measurement be determine and these datum be possibly only determine use one test method,0.0033519553072625693,625,0.0038601223,0,"The density values loaded into the 2007 resource model by Aditya Birla appear plausible, and changes of these assumptions within a realistic range would not impact the conclusions described in this report. Nevertheless, these assumption s have not been established with confidence consistent with a pre-feasibility study Hatch has not yet observed information regarding how the available insitu density test measurements were determined, and these data were possibly only determined using one test method. Hatch recommends acquisition of additional measurements of in-situ density prior to commencing a pre-feasibility study.",2007,,,,,,,possibly
a084779_anrep2009eraheedy1925_10037897_45_47,a084779_anrep2009eraheedy1925_10037897.json,48,1,45,47,3,84779,Annual,primary comprises cainozoic sediments silts sands and calcrete work do during the period the company complete desk top study to confirm the validity of the concession for future exploration,0.0625,458,0.21873502,0,"Geology: Located within the Paleoproterozoic Earheedy Basin to the northern margin of the Archaen Craton. Primary comprises Cainozoic sediments silts sands and calcrete Work done: During the period, the company completed desk top studies to confirm the validity of the concessions for future exploration. Results: Soil sampling still in progress at time of report writing Conclusions: further field work required including sub surface ( RAB/Aircore) drilling",,,,,"sediments, silts, sands, calcrete",,"Paleoproterozoic, Cainozoic",future exploration
a080505_e28_1134_2008a_17581638_83_86,a080505_e28_1134_2008a_17581638.json,145,2,83,86,4,80505,Annual,trace of nickel sulphide violarite and copper be note at several location and approximately 1.0 million tonne of nickel laterite mineralization grading ~1.0 ni be report from a location outside of the e28/1134 tenement area just north of hampton location 40 northern boundary within the area of e28/1134 homestake identify two main prospective area,0.027586206896551724,694,0.002647155,0,"In the period 1967-1971 Homestake carried out a program of systematic nickel exploration that included aerial photography, magnetometer surveys, geological mapping, surface sampling, ground IP and EM surveys and percussion drilling. Traces of nickel sulphides (violarite) and copper were noted at several locations and approximately 1.0 million tonnes of nickel laterite mineralization grading ~1.0% Ni was reported from a location outside of the E28/1134 tenement area just north of Hampton Location 40 northern boundary. Within the area of E28/1134 Homestake identified two main prospective areas. The main area, referred to as the North West area, occupies the west central part of E28/1134.",1967-1971,,"nickel, nickel, sulphides, violarite, copper, nickel",,laterite,,,"mineralization, prospective"
a079090_pioneer combined report 2008_18262415_88_91,a079090_pioneer combined report 2008_18262415.json,166,3,88,91,4,79090,Annual,further work need to be conduct on this prospect to determine the extent of mineralisation and the distribution of high value zircon within the southern zone be not consider as prospective as the northern zone due to small size inconsistent grade high slime and hard calcrete capping a southern zone of mineralisation consider less prospective than the lefroy prospect exhibit small size potential irregular grade distribution high slime and a hard calcrete capping,0.024096385542168683,713,0.0003201438,0,"Further work needs to be conducted on this prospect to determine the extent of mineralisation and the distribution of high value zircon within it. The southern zone is not considered as prospective as the northern zone due to its small size, inconsistent grades, high slimes and hard calcrete capping. A southern zone of mineralisation, considered less prospective than the Lefroy Prospect, exhibits small size potential, irregular grade distribution, high slimes and a hard calcrete capping. Interpretation of the depositional environment is more difficult and further analysis of the heavy mineral characteristics is required to determine if a strandline does exist and what drilling or future work is required.",,,zircon,,"calcrete, calcrete",,,"prospect, mineralisation, prospective, mineralisation, prospective, potential"
a077956_2007 tenement report_12180111_56_58,a077956_2007 tenement report_12180111.json,109,1,56,58,3,77956,Annual,the work conclude that a 3d model generate in leapfrog model computer package should form the basis for a detailed site wide 4d geological model of the dacite intrusion which be closely associate with the jundee mineralization,0.027522935779816515,666,0.0017175301000000001,0,"Field work involved structural mapping, alteration sampling and 3D modeling using Leapfrog of several key gold bearing lodes including: Westside and associated splays, 130 Barton, 640 Invicta, and Colloform structures. The work concluded that a 3D model generated in Leapfrog modeling computer package should form the basis for a detailed site-wide 4D geological model of the dacite intrusion which is closely associated with the Jundee mineralization. The project ended with a target generation and ranking exercise involving Jundee geologists, Newmont in house experts and personnel from the Centre for Exploration Targeting of the University of Western Australia.",,Western Australia,gold,lodes,dacite,,,mineralization
a081859_c206_1995_2008a_14844376_721_723,a081859_c206_1995_2008a_14844376.json,2259,2,721,723,3,81859,Annual,resource report april 2008 18 of 59 10 resource estimate the resource calculation search and parameter vary significantly from to the original september 2007 model the majority of the underground resource fail to meet the minimum data requirement at the current search parameter base on large drill spacing,0.0013280212483399733,384,0.4463834,0,Figure 9.1: Resource classification for Jan 2009 updated model. Resource Report April 2008 18 of 59 10 RESOURCE ESTIMATE The resource calculation search and parameters varies significantly from to the original September 2007 model. The majority of the underground resource fails to meet the minimum data requirements at the current search parameters based on its larger drill spacing.,"Jan 2009, April 2008 18, September 2007",,,,,,,"significantly, underground resource"
a099800_e 09 1927 ann rept ye 2013_16534107_97_99,a099800_e 09 1927 ann rept ye 2013_16534107.json,595,1,97,99,3,99800,Annual,basic regional geology of the gascoyne province the gascoyne province be the deformed and high grade metamorphic core zone of the early proterozoic capricorn orogen,0.005042016806722689,374,0.005640849,0,"The area is used for low density cattle grazing. BASIC REGIONAL GEOLOGY OF THE GASCOYNE PROVINCE The Gascoyne Province is the deformed and high-grade metamorphic core zone of the early Proterozoic Capricorn Orogen. It comprises voluminous granitoid intrusions, mantled-gneiss domes, metamorphosed and partly melted sedimentary rocks and remobilized Archaean basement gneiss.",,"GASCOYNE PROVINCE, Gascoyne Province, Capricorn Orogen",,,"granitoid, gneiss, sedimentary rocks, gneiss",,"Proterozoic, Archaean",
a072942_report m27_169_10099523_5_8,a072942_report m27_169_10099523.json,74,2,5,8,4,72942,Annual,gold be first discover in the region at kanowna in 1893 and soon after at gindalbie and lindsays find be not long before shallow mining commence and substantial quantity of gold be be produce,0.054054054054054064,482,0.001418345,0,"Generally the topography is subdued and characterised by low rounded hills of mafic outcrop which grade into wide alluvial valleys. Gold was first discovered in the region at Kanowna in 1893 and soon after at Gindalbie and Lindsays Find. It was not long before shallow mining commenced and substantial quantities of gold were being produced. During that early period of mining, Kanowna yielded approximately 1.0M oz and Gindalbie around 40,000oz at grades of the order of 1.0oz/ton.",1893,"Kanowna, Gindalbie, long, Kanowna, Gindalbie","Gold, gold",,,,,"discovered, substantial"
a075183_e29-490a_06_16617937_2_4,a075183_e29-490a_06_16617937.json,255,1,2,4,3,75183,Annual,the primary target in the area be gold and nickel mineralization,0.011764705882352941,220,0.19609323,0,Exploration consisted of data-reviews of previous exploration. The primary targets in the area are gold and nickel mineralization. E29/490 sits on massive granitoid Archaean bedrock overlain by residual and eolian sands.,,,"gold, nickel",,"granitoid, bedrock, eolian sands",,Archaean,mineralization
a087825_e69_1919_1920_2222_2408_2425_2426_2427_2428_2429_2010_a_repo_16146623_656_658,a087825_e69_1919_1920_2222_2408_2425_2426_2427_2428_2429_2010_a_repo_16146623.json,687,1,656,658,3,87825,Annual,the sample be then sieve again through a 710um sieve to remove potential coarse oversize hm which be also weigh and then split in a riffle splitter,0.004366812227074236,392,0.048082102,0,Percentages for these fractions were then calculated based on these weights against the original sample weight. The sample is then sieved again through a 710um sieve to remove potential coarse oversize HM which is also weighed and then split in a riffle splitter. The sample is passed three times through the riffle splitter to homogenise the sample and on the third split is reduced in size.,,,,,,,,potential
a093865_c84_2012_2012a_13937710_430_433,a093865_c84_2012_2012a_13937710.json,567,2,430,433,4,93865,Annual,the structure appear to have control emplacement of the minnie springs batholith and the minnie springs mineralisation the minnie springs prospect be first discover by sovereign resource in 1994,0.007054673721340388,433,0.019050400000000002,0,"Satellite, aeromagnetic and radiometric interpretation defined a major NW trending structural corridor which Equatorial referred to as the Minnie Springs Corridor. The structure appears to have controlled emplacement of the Minnie Springs Batholith and the Minnie Springs mineralisation. The Minnie Springs Prospect was first discovered by Sovereign Resources in 1994. Prior to this, no known exploration had taken place in the area.",1994,,,,Batholith,,,"mineralisation, discovered"
a072740_caswe_2006_9157623_190_192,a072740_caswe_2006_9157623.json,363,1,190,192,3,72740,Annual,talc mineralisation comprise approximately 10 of the global resource and be locate throughout the weathering profile proximal to penetrating talc chlorite shear structure,0.008264462809917356,431,0.9049389999999999,1,"The ore is not upgradeable due to the association of nickel and cobalt to manganese, which is then associated to coarse chalcedonic silica. Talc mineralisation comprises approximately 10% of the global resource and is located throughout the weathering profile proximal to penetrating talc-chlorite shear structures. It typically contains high nickel grades, generally between 1% and 2% and high magnesium levels between 8% and 15%.",,,"nickel, manganese, silica, Talc, talc, chlorite, nickel",,,,,mineralisation
a072376_bb_2006a_10327822_1256_1257,a072376_bb_2006a_10327822.json,1823,1,1256,1257,2,72376,Annual,this anomaly remain high priority and require air core testing to evaluate the potential of the underlie komatiite,0.0010970927043335162,177,0.27925655,0,In such an environment an Aqua Regia digest is optimum. This anomaly remains high priority and requires ?air-core testing to evaluate the potential of the underlying komatiites.,,,,,komatiites,,,potential
a093694_gswa_ann_tech_report_ishi_e77_1786_11696003_31_34,a093694_gswa_ann_tech_report_ishi_e77_1786_11696003.json,50,3,31,34,4,93694,Annual,the ground be peg on similar principal to which ishine peg be the presence of a conceal greenstone belt and good host rock for gold mineralisation magnetic resources ltd carry out extensive soil and pisolitic sampling along roughly east west traverse a series of geochemical anomaly which be subsequently target with rab drilling during 2008 result reveal some low level subsurface gold anomalism along lithological trend support by aeromagnetic image,0.08,602,0.0035641158000000004,0,4.0 Previous Exploration Between 2007 and 2009 Magnetic Resources held part of the lease under exploration licenses. The ground was pegged on similar principal to which Ishine pegged it being the presence of a concealed greenstone belt and good host rock for gold mineralisation. Magnetic Resources Ltd carried out extensive soil and pisolitic sampling along roughly east-west traverses a series of geochemical anomalies which were subsequently targeted with RAB drilling during 2008. Results revealed some low level subsurface gold anomalism along lithological trends supported by aeromagnetic images.,"Between 2007, 2009, 2008",,"gold, gold",,host rock,greenstone belt,,"presence of, mineralisation, extensive, anomalism, supported"
a088097_m701280_2010a_14357209_187_190,a088097_m701280_2010a_14357209.json,219,2,187,190,4,88097,Annual,testing of the production bore be conduct shortly after installation to assess the estimate bore yield and the potential impact of groundwater abstraction subsequent monitoring of groundwater water quality and level will determine seasonal variation in the balline area and will aid optimisation of a final bore design to facilitate construction of a processing plant at balline,0.0182648401826484,584,0.09721418,0,A further production bore and seven monitoring bores were developed in surrounding exploration licence 70/2509. Testing of the production bores was conducted shortly after installation to assess the estimated bore yields and the potential impacts of groundwater abstraction. Subsequent monitoring of groundwater water quality and level will determine seasonal variations in the Balline area and will aid optimisation of a final bore design to facilitate construction of a processing plant at Balline. A second stage of bore installation is planned for the 2010 to 2011 reporting year.,"seasonal, the 2010 to 2011 reporting year",,,,,,,"potential, optimisation"
a075976_yr_e53-1183-1184-2007a_12152639_20_22,a075976_yr_e53-1183-1184-2007a_12152639.json,156,1,20,22,3,75976,Annual,the water sample return 35 and 30 ppb uranium respectively but the significance of these result can not be assess as the location be not know,0.019230769230769232,482,0.030931512,0,"None of these anomalies appears to have been followed up on the ground. The water samples returned 35 and 30 ppb uranium respectively but the significance of these results can not be assessed as the locations are not known. 7.2 Reprocessing of Geochemical Data Between 1994 and 2001, the Geological Survey of Western Australia (GSWA) completed the initial stage of a regional geochemical sampling initiative covering twenty 1:250,000 sheet areas at a sample spacing of one per 4km2.",Between 1994 and 2001,Western Australia,,uranium,,,,significance
a080266_c213_2006_2008a_18521917_114_116,a080266_c213_2006_2008a_18521917.json,271,1,114,116,3,80266,Annual,extensive ferruginous duricrust residual eluvial soil colluvium and alluvium plan 4 conceal the basement sequence and obscure structural trend plan 5,0.011070110701107009,364,0.137216,0,"This comprises a mafic/ultramafic sequence of rocks. Extensive ferruginous duricrust, residual eluvial soil, colluvium and alluvium (Plan 4) conceal the basement sequence and obscure structural trends (Plan 5). Exposures of talc-carbonate schist, gabbro, pyroxene spinifex-texture basalt, komatiite and metasedimentary rock can be seen throughout the project area.",,,"talc, pyroxene",,"duricrust, colluvium, alluvium, carbonate schist, gabbro, basalt, komatiite, metasedimentary rock",,,Extensive
a079285_sw_e04_1590_2008a_16154011_10_12,a079285_sw_e04_1590_2008a_16154011.json,93,1,10,12,3,79285,Annual,the visit be make to establish the presence of potentially economic deposit of iron and heavy mineral sands hms and to gain an insight into future work requirement and logistic involve with further work programme on the island,0.03225806451612903,550,0.025070626000000002,0,"The major undertaking was a reconnaissance field trip to Macleay Island on the 8th May 2008. The visit was made to establish the presence of potentially economic deposits of iron and Heavy Mineral Sands (HMS), and to gain an insight into future work requirements and logistics involved with further work programmes on the island. Due to the lack of accurate maps Starwolf has purchased high quality satellite imagery over the tenement which will be used to build a GIS database as well as to generate accurate field maps for future mapping exercises.",the 8th May 2008,,iron,,Mineral Sands,,,"presence of, potentially"
a095118_ml_c39-2010_2012a_combined_16339869_188_190,a095118_ml_c39-2010_2012a_combined_16339869.json,210,1,188,190,3,95118,Annual,a decision be make on the basis of surface regolith inspection that only the area around the southern brook prospect be amenable to conventional soil sampling,0.014285714285714284,471,0.067458294,0,"Samples were sieved to -2mm and sent to Genalysis Laboratories where they were analysed for Au, Ag, As, Bi, Cd, Co, Cu, Mo, Ni, Pd, and Zn by bulk cyanide leach-MS. A decision was made, on the basis of surface regolith inspection, that only the area around the Southern Brook prospect was amenable to conventional soil sampling. Three hundred and thirty seven samples were collected on 18 lines approximately 200m apart with samples spaced at approximately 40m intervals.",,,,,regolith,,,prospect
a075910_e51_1117 annual report 2007_11567895_46_48,a075910_e51_1117 annual report 2007_11567895.json,148,1,46,48,3,75910,Annual,this have significance with respect to excaliburs tenement,0.020270270270270268,275,0.7152364,1,These areas of shallow cover offer an excellent opportunity for the discovery of additional uranium resources up and down stream from the Yeelirrie deposit. This has significance with respect to Excaliburs tenements. Previous exploration for uranium has been limited to date.,,Yeelirrie,,"uranium, uranium",,,,significance
a101771_p46_1623_2014a_11091533_65_67,a101771_p46_1623_2014a_11091533.json,68,1,65,67,3,101771,Annual,the intersection of two high grade mineralise structure may produce a zone of bonanza grade and be a priority target,0.04411764705882353,399,0.57751036,1,Based on reef orientations he was of the opinion that the two reefs should intersect at a depth below that of the current workings. The intersection of two high-grade mineralised structures may produce a zone of bonanza grades and is a priority target. In addition the southern adit that has been mined to access the reef does not appear to have been developed a sufficient distance to intersect the,,,,,,,,mineralised
a089177_e52_2277_2010a_9335464_19_23,a089177_e52_2277_2010a_9335464.json,40,3,19,23,5,89177,Annual,from this data be note that there be the potential for uranium and gold deposit to be host in the tenement result conclusion after review the available data set fmg have note that e52/2277 have the potential to host uranium and gold deposit geological field reconnaissance during this year field season be plan to verify the potential of these type of target,0.125,634,0.03672083,0,Work done During the reporting period Fortescue Metals Group compiled the available data sets for the tenement E52/2277 and surrounding areas. From this data it was noted that there is the potential for Uranium and Gold deposits to be hosted in the tenement. Results & Conclusions After reviewing the available data sets FMG has noted that E52/2277 has the potential to host uranium and gold deposits. Geological field reconnaissance during this years field season is planned to verify the potential of these types of targets. The tenement is located about 30 kilometres south of the Newman Township in the East Pilbara Mineral Field.,this years,"Newman, East Pilbara",,"Uranium, Gold deposits, uranium, gold deposits",,,,"potential, potential, potential"
a106286_dodgers well_2015f_428_430,a106286_dodgers well_2015f.json,519,1,428,430,3,106286,Final Surrender,ld22 contain visible gold and possibly some very fine grain sulphide,0.0057803468208092465,191,0.83071136,1,LD17 is a wedge of rhyolite within the granite. LD22 contains visible gold and possibly some very fine grained sulphide. Please probe the gold for fineness and any relationship with sulphide.,,,"gold, sulphide, gold, sulphide",,"rhyolite, granite",,,possibly
a099547_surrender report el69_2403_14828327_110_113,a099547_surrender report el69_2403_14828327.json,298,2,110,113,4,99547,Final Surrender,the meeting be coordinate by the nglc and facilitate by the nglcs anthropologist to discuss potential exploration access to the project area the survey be complete by traverse with a vehicle and walk to identify potential no go area area of heritage significance and to ascertain where access be permit to conduct exploration activity,0.013422818791946308,749,0.007622848000000001,0,"Traka Resources Ltd Surrender Report EL69/2403 10 Traka Resources Ltd Surrender Report EL69/2403 11 5.1 Work Clearance Programs A work clearance program was completed in conjunction with the NgLC and the Traditional Owners of the region. The meetings were coordinated by the NgLC and facilitated by the NgLCs anthropologists to discuss potential exploration access to the project areas. The surveys were completed by traversing with a vehicle and walking to identify potential no-go areas, areas of heritage significance, and to ascertain where access was permitted to conduct exploration activities. 5.2 Botanical Survey Anglo American commissioned Western Botanical to conduct a flora and vegetation survey within the Block 5 area of the tenement.",,,American,,,,,"potential, potential, significance"
a101197_c66_2012_2013a_reporttext_11133406_42_44,a101197_c66_2012_2013a_reporttext_11133406.json,88,1,42,44,3,101197,Annual,a second campaign will be plan if there be find to be encouraging result and will target infill drilling on the twelve propose drill line and new line to define the extent of the mineralisation,0.03409090909090909,401,0.09590684599999999,0,Drill holes will be spaced at 200m to ensure that narrow bodies are not stepped over. A second campaign will be planned if there are found to be encouraging results and will target infill drilling on the twelve proposed drill lines and new lines to define the extent of the mineralisation. Conclusions The regional scale exploration program has identified a number of heavy mineral concentrations >2%.,,,,,,,,"proposed, mineralisation"
a080219_ww_2008a_dmp_15088818_1401_1402,a080219_ww_2008a_dmp_15088818.json,1938,1,1401,1402,2,80219,Annual,after conduct a test estimate use hard and soft boundary between the low and medium grade domain 201 and 301 be decide to use soft boundary between these two domain effectively treat as a single domain,0.0010319917440660474,377,0.00016881945,0,"Table 6.1 shows the summary statistics and Appendix A contains the histograms and log probability plots for each of the grade attributes by domain. After conducting a test estimate using hard and soft boundaries between the low and medium grade domains 201 and 301, it was decided to use soft boundaries between these two domains (effectively treating them as a single domain).",,,,,,,,medium grade
a079470_doir annual report 2008 - minnie creek project_12212524_152_156,a079470_doir annual report 2008 - minnie creek project_12212524.json,186,3,152,156,5,79470,Annual,significant intersection drill log and assay result from drilling be respectively give in table_4 and appendices_1 2 encouragingly significant intercept cut within msd004 005 both occur below outcropping mineralisation define in rock grab channel and soil geochemistry and be interpret to be the continuation of that zone expose at surface over 700 metre length fig_4 this work return several significant new zone of mo w sn anomalism mo up to 17ppm locate within a broad zone up to 400 m width,0.026881720430107527,748,0.0022737938,0,"Table 3: MSD4 9: drill hole summary information. Significant intersections, drill logs and assay results from drilling are respectively given in Table_4, and Appendices_1 & 2. Encouragingly, significant intercepts cut within MSD004 - 005 both occurred below outcropping mineralisation defined in rock grab, channel and soil geochemistry and are interpreted to be the continuation of that zone exposed at surface over 700 metres length (fig_4). This work returned several significant new zones of Mo W/Sn anomalism (Mo up to 17ppm) located within a broader zone up to 400m width. The setting of the new targets is located along the northern margin of the uraniferous granite intrusion that may have some role in the Mo development at Minnie Springs.",,,,,granite,,,"Significant, significant, mineralisation, significant, anomalism, broader"
a082309_admiral bay annual report 1 apr07 - 31 mar09_10154602_165_169,a082309_admiral bay annual report 1 apr07 - 31 mar09_10154602.json,7333,3,165,169,5,82309,Annual,5.10 heritage issue extension to the admiral bay zn pb ab ba mineralisation continue east and west into e04/1610 discussion commence with the kimberley land council klc who represent the traditional owner the karrajari people commence in mid 2008 to arrange clearance for further exploration drilling to be complete an initial meeting discuss the propose next stage of exploration be hold with the karrajari and klc in march 2009,0.0006818491749624983,786,0.016210131000000003,0,"The imagery is an orthorectified, 4-band, pan-sharpened multi-spectral image with a resolution to 1m and provides a detailed, high resolution base to assist in the planning of further field programmes and enable the generation of accurate basemap for the project. 5.10 HERITAGE ISSUES Extensions to the Admiral Bay Zn-Pb-Ab-Ba mineralisation continue east and west into E04/1610. Discussions commenced with the Kimberley Land Council (KLC), who represent the traditional owners, the Karrajari people commenced in mid 2008 to arrange clearance for further exploration drilling to be completed. An initial meeting discussing the proposed next stage of exploration was held with the Karrajari and KLC in March 2009. It is anticipated that the heritage survey will be conducted in mid 2009.","mid 2008, March 2009, mid 2009",Kimberley,,,,,,"mineralisation, exploration drilling, proposed"
a086319_unlock-_bl_2010_s_001_reportbody__16761556_1251_1253,a086319_unlock-_bl_2010_s_001_reportbody__16761556.json,1886,1,1251,1253,3,86319,Final Surrender,the primary purpose of such a survey will be to determine the presence of flora and fauna of conservation significance,0.0015906680805938495,424,0.37215847,0,"5.3 Environmental studies AFMEX is committed to undertaking biological studies in the area prior to any ground disturbing activity being undertaken. The primary purpose of such a survey will be to determine the presence of flora and fauna of conservation significance. A desktop survey has been completed using various resources including DEC databases, reference books and prior surveys carried out in the region by Ecotec.",,,,,,,,"presence of, significance"
a081001_c93_2007 annual report 2008_10820459_2080_2083,a081001_c93_2007 annual report 2008_10820459.json,2615,2,2080,2083,4,81001,Annual,the resource be all within the inferred resource classification under the jorc code until all datum be validate to focus mineral limit fml standard in the form of further drilling for this report a potential indicate resource category have be use to represent the upside if further plan drilling return favourable result in line with this geological model,0.0015296367112810707,852,0.0022249445,0,"ii Executive Summary A combined Ordinary Kriged (OK) and Inverse Distance Squared (ID) mineral resource estimate for the Brilliant Deposit of 2.64 Mt @ 2.3 g/t Au (reported at 1.0 g/t Au lower cut- off and various upper cuts) has been completed based on all drilling data available up to the end of May 2008. The resource is all within the Inferred Resource classification under the JORC code until all data is validated to Focus Minerals Limited (FML) standards, in the form of further drilling. For this report, a Potential Indicated Resource category has been used to represent the upside if further planned drilling returns favourable results in line with this geological model. This category is not a JORC category and if the resource estimate is to be reported publicly, then the total resource figures should be reported as an Inferred Resource.",the end of May 2008,,,,,,,"further drilling, favourable"
a080746_2009yunda_partialsurrreport_e39_1110_11542594_204_206,a080746_2009yunda_partialsurrreport_e39_1110_11542594.json,353,1,204,206,3,80746,Partial Surrender,anomalous gold have be find within the granitic batholith,0.0084985835694051,280,0.23717113,0,"Little previous exploration has been completed within the project which is entirely covered. Anomalous gold has been found within the granitic batholith. In the light of other discoveries in granitic terrains in the Yilgarn, this represents an exploration target in its own right.",,,gold,,batholith,,,Anomalous
a072301_c51_2003_2005a_12689345_136_138,a072301_c51_2003_2005a_12689345.json,142,1,136,138,3,72301,Annual,in area of high cultural noise the fluxgate perform significantly well than the db dt coil in the move loop survey where a small area be be energize by the transmitter loop,0.02112676056338028,395,0.0019883126999999997,0,"B-field data was collected for the moving loop and fixed loop surveys. In areas of high cultural noise, the fluxgate performed significantly better than the dB/dT coil in the moving loop survey, where a smaller area was being energized by the transmitter loop. The fluxgate did not show this improvement in the fixed loop data, where the energized area of ground was larger than for moving loop.",,,,,,,,significantly
a079591_tr_c1522006_annrpt_2008a_12146387_49_51,a079591_tr_c1522006_annrpt_2008a_12146387.json,130,1,49,51,3,79591,Annual,follow up wide spaced shallow angled rab drill traverse return only lowgrade intercept,0.02307692307692308,181,0.16597673,0,"Vein outcrops reported assays to 0.56g/t gold. Follow-up wide-spaced, shallow, angled RAB drill traverses returned only lowgrade intercepts. Further follow-up drilling is warranted.",,,gold,,,,,lowgrade
